game_id,season,week,gameday,weekday,gametime,away_team,home_team,old_game_id,
2023_5_GB_LV,2023,5,10/09/23,Monday,20:15,GB,LV,2023100913,
2023_6_DEN_KC,2023,6,10/12/23,Thursday,20:15,DEN,KC,2023101200,
2023_6_BAL_TEN,2023,6,10/15/23,Sunday,09:30,BAL,TEN,2023101501,
2023_6_CAR_MIA,2023,6,10/15/23,Sunday,13:00,CAR,MIA,2023101502,
2023_6_DET_TB,2023,6,10/15/23,Sunday,13:00,DET,TB,2023101503,
2023_6_IND_JAX,2023,6,10/15/23,Sunday,13:00,IND,JAX,2023101504,
2023_6_MIN_CHI,2023,6,10/15/23,Sunday,13:00,MIN,CHI,2023101505,
2023_6_NO_HOU,2023,6,10/15/23,Sunday,13:00,NO,HOU,2023101506,
2023_6_SF_CLE,2023,6,10/15/23,Sunday,13:00,SF,CLE,2023101507,
2023_6_SEA_CIN,2023,6,10/15/23,Sunday,13:00,SEA,CIN,2023101508,
2023_6_WAS_ATL,2023,6,10/15/23,Sunday,13:00,WAS,ATL,2023101509,
2023_6_NE_LV,2023,6,10/15/23,Sunday,16:05,NE,LV,2023101510,
2023_6_ARI_LAR,2023,6,10/15/23,Sunday,16:25,ARI,LAR,2023101511,
2023_6_PHI_NYJ,2023,6,10/15/23,Sunday,16:25,PHI,NYJ,2023101512,
2023_6_NYG_BUF,2023,6,10/15/23,Sunday,20:20,NYG,BUF,2023101513,
2023_6_DAL_LAC,2023,6,10/16/23,Monday,20:15,DAL,LAC,2023101614,
2023_7_JAX_NO,2023,7,10/19/23,Thursday,20:15,JAX,NO,2023101900,
2023_7_ATL_TB,2023,7,10/22/23,Sunday,13:00,ATL,TB,2023102201,
2023_7_BUF_NE,2023,7,10/22/23,Sunday,13:00,BUF,NE,2023102202,
2023_7_CLE_IND,2023,7,10/22/23,Sunday,13:00,CLE,IND,2023102203,
2023_7_DET_BAL,2023,7,10/22/23,Sunday,13:00,DET,BAL,2023102204,
2023_7_LV_CHI,2023,7,10/22/23,Sunday,13:00,LV,CHI,2023102205,
2023_7_WAS_NYG,2023,7,10/22/23,Sunday,13:00,WAS,NYG,2023102206,
2023_7_ARI_SEA,2023,7,10/22/23,Sunday,16:05,ARI,SEA,2023102207,
2023_7_PIT_LAR,2023,7,10/22/23,Sunday,16:05,PIT,LAR,2023102208,
2023_7_GB_DEN,2023,7,10/22/23,Sunday,16:25,GB,DEN,2023102209,
2023_7_LAC_KC,2023,7,10/22/23,Sunday,16:25,LAC,KC,2023102210,
2023_7_MIA_PHI,2023,7,10/22/23,Sunday,20:20,MIA,PHI,2023102211,
2023_7_SF_MIN,2023,7,10/23/23,Monday,20:15,SF,MIN,2023102312,
2023_8_TB_BUF,2023,8,10/26/23,Thursday,20:15,TB,BUF,2023102600,
2023_8_ATL_TEN,2023,8,10/29/23,Sunday,13:00,ATL,TEN,2023102901,
2023_8_HOU_CAR,2023,8,10/29/23,Sunday,13:00,HOU,CAR,2023102902,
2023_8_JAX_PIT,2023,8,10/29/23,Sunday,13:00,JAX,PIT,2023102903,
2023_8_LAR_DAL,2023,8,10/29/23,Sunday,13:00,LAR,DAL,2023102904,
2023_8_MIN_GB,2023,8,10/29/23,Sunday,13:00,MIN,GB,2023102905,
2023_8_NE_MIA,2023,8,10/29/23,Sunday,13:00,NE,MIA,2023102906,
2023_8_NO_IND,2023,8,10/29/23,Sunday,13:00,NO,IND,2023102907,
2023_8_NYJ_NYG,2023,8,10/29/23,Sunday,13:00,NYJ,NYG,2023102908,
2023_8_PHI_WAS,2023,8,10/29/23,Sunday,13:00,PHI,WAS,2023102909,
2023_8_CLE_SEA,2023,8,10/29/23,Sunday,16:05,CLE,SEA,2023102910,
2023_8_BAL_ARI,2023,8,10/29/23,Sunday,16:25,BAL,ARI,2023102911,
2023_8_CIN_SF,2023,8,10/29/23,Sunday,16:25,CIN,SF,2023102912,
2023_8_KC_DEN,2023,8,10/29/23,Sunday,16:25,KC,DEN,2023102913,
2023_8_CHI_LAC,2023,8,10/29/23,Sunday,20:20,CHI,LAC,2023102914,
2023_8_LV_DET,2023,8,10/30/23,Monday,20:15,LV,DET,2023103015,
2023_9_TEN_PIT,2023,9,11/02/23,Thursday,20:15,TEN,PIT,2023110200,
2023_9_MIA_KC,2023,9,11/05/23,Sunday,09:30,MIA,KC,2023110501,
2023_9_ARI_CLE,2023,9,11/05/23,Sunday,13:00,ARI,CLE,2023110502,
2023_9_CHI_NO,2023,9,11/05/23,Sunday,13:00,CHI,NO,2023110503,
2023_9_LAR_GB,2023,9,11/05/23,Sunday,13:00,LAR,GB,2023110504,
2023_9_MIN_ATL,2023,9,11/05/23,Sunday,13:00,MIN,ATL,2023110505,
2023_9_SEA_BAL,2023,9,11/05/23,Sunday,13:00,SEA,BAL,2023110506,
2023_9_TB_HOU,2023,9,11/05/23,Sunday,13:00,TB,HOU,2023110507,
2023_9_WAS_NE,2023,9,11/05/23,Sunday,13:00,WAS,NE,2023110508,
2023_9_IND_CAR,2023,9,11/05/23,Sunday,16:05,IND,CAR,2023110509,
2023_9_DAL_PHI,2023,9,11/05/23,Sunday,16:25,DAL,PHI,2023110510,
2023_9_NYG_LV,2023,9,11/05/23,Sunday,16:25,NYG,LV,2023110511,
2023_9_BUF_CIN,2023,9,11/05/23,Sunday,20:20,BUF,CIN,2023110512,
2023_9_LAC_NYJ,2023,9,11/06/23,Monday,20:15,LAC,NYJ,2023110613,
2023_10_CAR_CHI,2023,10,11/09/23,Thursday,20:15,CAR,CHI,2023110900,
2023_10_IND_NE,2023,10,11/12/23,Sunday,09:30,IND,NE,2023111201,
2023_10_CLE_BAL,2023,10,11/12/23,Sunday,13:00,CLE,BAL,2023111202,
2023_10_GB_PIT,2023,10,11/12/23,Sunday,13:00,GB,PIT,2023111203,
2023_10_HOU_CIN,2023,10,11/12/23,Sunday,13:00,HOU,CIN,2023111204,
2023_10_NO_MIN,2023,10,11/12/23,Sunday,13:00,NO,MIN,2023111205,
2023_10_SF_JAX,2023,10,11/12/23,Sunday,13:00,SF,JAX,2023111206,
2023_10_TEN_TB,2023,10,11/12/23,Sunday,13:00,TEN,TB,2023111207,
2023_10_ATL_ARI,2023,10,11/12/23,Sunday,16:05,ATL,ARI,2023111208,
2023_10_DET_LAC,2023,10,11/12/23,Sunday,16:05,DET,LAC,2023111209,
2023_10_NYG_DAL,2023,10,11/12/23,Sunday,16:25,NYG,DAL,2023111210,
2023_10_WAS_SEA,2023,10,11/12/23,Sunday,16:25,WAS,SEA,2023111211,
2023_10_NYJ_LV,2023,10,11/12/23,Sunday,20:20,NYJ,LV,2023111212,
2023_10_DEN_BUF,2023,10,11/13/23,Monday,20:15,DEN,BUF,2023111313,
2023_11_CIN_BAL,2023,11,11/16/23,Thursday,20:15,CIN,BAL,2023111600,
2023_11_ARI_HOU,2023,11,11/19/23,Sunday,13:00,ARI,HOU,2023111901,
2023_11_CHI_DET,2023,11,11/19/23,Sunday,13:00,CHI,DET,2023111902,
2023_11_DAL_CAR,2023,11,11/19/23,Sunday,13:00,DAL,CAR,2023111903,
2023_11_LV_MIA,2023,11,11/19/23,Sunday,13:00,LV,MIA,2023111904,
2023_11_LAC_GB,2023,11,11/19/23,Sunday,13:00,LAC,GB,2023111905,
2023_11_NYG_WAS,2023,11,11/19/23,Sunday,13:00,NYG,WAS,2023111906,
2023_11_PIT_CLE,2023,11,11/19/23,Sunday,13:00,PIT,CLE,2023111907,
2023_11_TEN_JAX,2023,11,11/19/23,Sunday,13:00,TEN,JAX,2023111908,
2023_11_TB_SF,2023,11,11/19/23,Sunday,16:05,TB,SF,2023111909,
2023_11_NYJ_BUF,2023,11,11/19/23,Sunday,16:25,NYJ,BUF,2023111910,
2023_11_SEA_LAR,2023,11,11/19/23,Sunday,16:25,SEA,LAR,2023111911,
2023_11_MIN_DEN,2023,11,11/19/23,Sunday,20:20,MIN,DEN,2023111912,
2023_11_PHI_KC,2023,11,11/20/23,Monday,20:15,PHI,KC,2023112013,
2023_12_GB_DET,2023,12,11/23/23,Thursday,12:30,GB,DET,2023112300,
2023_12_WAS_DAL,2023,12,11/23/23,Thursday,16:30,WAS,DAL,2023112301,
2023_12_SF_SEA,2023,12,11/23/23,Thursday,20:20,SF,SEA,2023112302,
2023_12_MIA_NYJ,2023,12,11/24/23,Friday,15:00,MIA,NYJ,2023112403,
2023_12_CAR_TEN,2023,12,11/26/23,Sunday,13:00,CAR,TEN,2023112604,
2023_12_JAX_HOU,2023,12,11/26/23,Sunday,13:00,JAX,HOU,2023112605,
2023_12_NE_NYG,2023,12,11/26/23,Sunday,13:00,NE,NYG,2023112606,
2023_12_NO_ATL,2023,12,11/26/23,Sunday,13:00,NO,ATL,2023112607,
2023_12_PIT_CIN,2023,12,11/26/23,Sunday,13:00,PIT,CIN,2023112608,
2023_12_TB_IND,2023,12,11/26/23,Sunday,13:00,TB,IND,2023112609,
2023_12_CLE_DEN,2023,12,11/26/23,Sunday,16:05,CLE,DEN,2023112610,
2023_12_LAR_ARI,2023,12,11/26/23,Sunday,16:05,LAR,ARI,2023112611,
2023_12_BUF_PHI,2023,12,11/26/23,Sunday,16:25,BUF,PHI,2023112612,
2023_12_KC_LV,2023,12,11/26/23,Sunday,16:25,KC,LV,2023112613,
2023_12_BAL_LAC,2023,12,11/26/23,Sunday,20:20,BAL,LAC,2023112614,
2023_12_CHI_MIN,2023,12,11/27/23,Monday,20:15,CHI,MIN,2023112715,
2023_13_SEA_DAL,2023,13,11/30/23,Thursday,20:15,SEA,DAL,2023113000,
2023_13_ARI_PIT,2023,13,12/03/23,Sunday,13:00,ARI,PIT,2023120301,
2023_13_ATL_NYJ,2023,13,12/03/23,Sunday,13:00,ATL,NYJ,2023120302,
2023_13_CAR_TB,2023,13,12/03/23,Sunday,13:00,CAR,TB,2023120303,
2023_13_DET_NO,2023,13,12/03/23,Sunday,13:00,DET,NO,2023120304,
2023_13_IND_TEN,2023,13,12/03/23,Sunday,13:00,IND,TEN,2023120305,
2023_13_LAC_NE,2023,13,12/03/23,Sunday,13:00,LAC,NE,2023120306,
2023_13_MIA_WAS,2023,13,12/03/23,Sunday,13:00,MIA,WAS,2023120307,
2023_13_DEN_HOU,2023,13,12/03/23,Sunday,16:05,DEN,HOU,2023120308,
2023_13_CLE_LAR,2023,13,12/03/23,Sunday,16:25,CLE,LAR,2023120309,
2023_13_SF_PHI,2023,13,12/03/23,Sunday,16:25,SF,PHI,2023120310,
2023_13_KC_GB,2023,13,12/03/23,Sunday,20:20,KC,GB,2023120311,
2023_13_CIN_JAX,2023,13,12/04/23,Monday,20:15,CIN,JAX,2023120412,
2023_14_NE_PIT,2023,14,12/07/23,Thursday,20:15,NE,PIT,2023120700,
2023_14_CAR_NO,2023,14,12/10/23,Sunday,13:00,CAR,NO,2023121001,
2023_14_DET_CHI,2023,14,12/10/23,Sunday,13:00,DET,CHI,2023121002,
2023_14_HOU_NYJ,2023,14,12/10/23,Sunday,13:00,HOU,NYJ,2023121003,
2023_14_IND_CIN,2023,14,12/10/23,Sunday,13:00,IND,CIN,2023121004,
2023_14_JAX_CLE,2023,14,12/10/23,Sunday,13:00,JAX,CLE,2023121005,
2023_14_LAR_BAL,2023,14,12/10/23,Sunday,13:00,LAR,BAL,2023121006,
2023_14_TB_ATL,2023,14,12/10/23,Sunday,13:00,TB,ATL,2023121007,
2023_14_MIN_LV,2023,14,12/10/23,Sunday,16:05,MIN,LV,2023121008,
2023_14_SEA_SF,2023,14,12/10/23,Sunday,16:05,SEA,SF,2023121009,
2023_14_BUF_KC,2023,14,12/10/23,Sunday,16:25,BUF,KC,2023121010,
2023_14_DEN_LAC,2023,14,12/10/23,Sunday,16:25,DEN,LAC,2023121011,
2023_14_PHI_DAL,2023,14,12/10/23,Sunday,20:20,PHI,DAL,2023121012,
2023_14_GB_NYG,2023,14,12/11/23,Monday,20:15,GB,NYG,2023121113,
2023_14_TEN_MIA,2023,14,12/11/23,Monday,20:15,TEN,MIA,2023121114,
2023_15_LAC_LV,2023,15,12/14/23,Thursday,20:15,LAC,LV,2023121400,
2023_15_ATL_CAR,2023,15,12/17/23,Sunday,13:00,ATL,CAR,2023121701,
2023_15_CHI_CLE,2023,15,12/17/23,Sunday,13:00,CHI,CLE,2023121702,
2023_15_DEN_DET,2023,15,12/17/23,Sunday,13:00,DEN,DET,2023121703,
2023_15_HOU_TEN,2023,15,12/17/23,Sunday,13:00,HOU,TEN,2023121704,
2023_15_MIN_CIN,2023,15,12/17/23,Sunday,13:00,MIN,CIN,2023121705,
2023_15_NYG_NO,2023,15,12/17/23,Sunday,13:00,NYG,NO,2023121706,
2023_15_NYJ_MIA,2023,15,12/17/23,Sunday,13:00,NYJ,MIA,2023121707,
2023_15_PIT_IND,2023,15,12/17/23,Sunday,13:00,PIT,IND,2023121708,
2023_15_TB_GB,2023,15,12/17/23,Sunday,13:00,TB,GB,2023121709,
2023_15_SF_ARI,2023,15,12/17/23,Sunday,16:05,SF,ARI,2023121710,
2023_15_WAS_LAR,2023,15,12/17/23,Sunday,16:05,WAS,LAR,2023121711,
2023_15_DAL_BUF,2023,15,12/17/23,Sunday,16:25,DAL,BUF,2023121712,
2023_15_PHI_SEA,2023,15,12/17/23,Sunday,16:25,PHI,SEA,2023121713,
2023_15_BAL_JAX,2023,15,12/17/23,Sunday,20:20,BAL,JAX,2023121714,
2023_15_KC_NE,2023,15,12/18/23,Monday,20:15,KC,NE,2023121815,
2023_16_NO_LAR,2023,16,12/21/23,Thursday,20:15,NO,LAR,2023122100,
2023_16_CIN_PIT,2023,16,12/23/23,Saturday,16:30,CIN,PIT,2023122301,
2023_16_BUF_LAC,2023,16,12/23/23,Saturday,20:00,BUF,LAC,2023122302,
2023_16_CLE_HOU,2023,16,12/24/23,Sunday,13:00,CLE,HOU,2023122403,
2023_16_DET_MIN,2023,16,12/24/23,Sunday,13:00,DET,MIN,2023122404,
2023_16_GB_CAR,2023,16,12/24/23,Sunday,13:00,GB,CAR,2023122405,
2023_16_IND_ATL,2023,16,12/24/23,Sunday,13:00,IND,ATL,2023122406,
2023_16_SEA_TEN,2023,16,12/24/23,Sunday,13:00,SEA,TEN,2023122407,
2023_16_WAS_NYJ,2023,16,12/24/23,Sunday,13:00,WAS,NYJ,2023122408,
2023_16_JAX_TB,2023,16,12/24/23,Sunday,16:05,JAX,TB,2023122409,
2023_16_ARI_CHI,2023,16,12/24/23,Sunday,16:25,ARI,CHI,2023122410,
2023_16_DAL_MIA,2023,16,12/24/23,Sunday,16:25,DAL,MIA,2023122411,
2023_16_NE_DEN,2023,16,12/24/23,Sunday,20:15,NE,DEN,2023122412,
2023_16_LV_KC,2023,16,12/25/23,Monday,13:00,LV,KC,2023122513,
2023_16_NYG_PHI,2023,16,12/25/23,Monday,16:30,NYG,PHI,2023122514,
2023_16_BAL_SF,2023,16,12/25/23,Monday,20:15,BAL,SF,2023122515,
2023_17_NYJ_CLE,2023,17,12/28/23,Thursday,20:15,NYJ,CLE,2023122800,
2023_17_DET_DAL,2023,17,12/30/23,Saturday,20:15,DET,DAL,2023123001,
2023_17_ARI_PHI,2023,17,12/31/23,Sunday,13:00,ARI,PHI,2023123102,
2023_17_ATL_CHI,2023,17,12/31/23,Sunday,13:00,ATL,CHI,2023123103,
2023_17_CAR_JAX,2023,17,12/31/23,Sunday,13:00,CAR,JAX,2023123104,
2023_17_LV_IND,2023,17,12/31/23,Sunday,13:00,LV,IND,2023123105,
2023_17_LAR_NYG,2023,17,12/31/23,Sunday,13:00,LAR,NYG,2023123106,
2023_17_MIA_BAL,2023,17,12/31/23,Sunday,13:00,MIA,BAL,2023123107,
2023_17_NE_BUF,2023,17,12/31/23,Sunday,13:00,NE,BUF,2023123108,
2023_17_NO_TB,2023,17,12/31/23,Sunday,13:00,NO,TB,2023123109,
2023_17_SF_WAS,2023,17,12/31/23,Sunday,13:00,SF,WAS,2023123110,
2023_17_TEN_HOU,2023,17,12/31/23,Sunday,13:00,TEN,HOU,2023123111,
2023_17_PIT_SEA,2023,17,12/31/23,Sunday,16:05,PIT,SEA,2023123112,
2023_17_CIN_KC,2023,17,12/31/23,Sunday,16:25,CIN,KC,2023123113,
2023_17_LAC_DEN,2023,17,12/31/23,Sunday,16:25,LAC,DEN,2023123114,
2023_17_GB_MIN,2023,17,12/31/23,Sunday,20:20,GB,MIN,2023123115,
2023_18_ATL_NO,2023,18,01/07/24,Sunday,13:00,ATL,NO,2024010700,
2023_18_BUF_MIA,2023,18,01/07/24,Sunday,13:00,BUF,MIA,2024010701,
2023_18_CHI_GB,2023,18,01/07/24,Sunday,13:00,CHI,GB,2024010702,
2023_18_CLE_CIN,2023,18,01/07/24,Sunday,13:00,CLE,CIN,2024010703,
2023_18_DAL_WAS,2023,18,01/07/24,Sunday,13:00,DAL,WAS,2024010704,
2023_18_DEN_LV,2023,18,01/07/24,Sunday,13:00,DEN,LV,2024010705,
2023_18_HOU_IND,2023,18,01/07/24,Sunday,13:00,HOU,IND,2024010706,
2023_18_JAX_TEN,2023,18,01/07/24,Sunday,13:00,JAX,TEN,2024010707,
2023_18_KC_LAC,2023,18,01/07/24,Sunday,13:00,KC,LAC,2024010708,
2023_18_LAR_SF,2023,18,01/07/24,Sunday,13:00,LAR,SF,2024010709,
2023_18_MIN_DET,2023,18,01/07/24,Sunday,13:00,MIN,DET,2024010710,
2023_18_NYJ_NE,2023,18,01/07/24,Sunday,13:00,NYJ,NE,2024010711,
2023_18_PHI_NYG,2023,18,01/07/24,Sunday,13:00,PHI,NYG,2024010712,
2023_18_PIT_BAL,2023,18,01/07/24,Sunday,13:00,PIT,BAL,2024010713,
2023_18_SEA_ARI,2023,18,01/07/24,Sunday,13:00,SEA,ARI,2024010714,
2023_18_TB_CAR,2023,18,01/07/24,Sunday,13:00,TB,CAR,2024010715,
